time,open,high,low,close,tick_volume,spread,real_volume
2024-09-25 20:38:00,1.11342,1.11348,1.11339,1.11344,22,4,0
2024-09-25 20:39:00,1.11346,1.11346,1.11337,1.11341,23,4,0
2024-09-25 20:40:00,1.11338,1.11338,1.1132900000000001,1.11336,14,4,0
2024-09-25 20:41:00,1.11332,1.11333,1.11322,1.11332,27,4,0
2024-09-25 20:42:00,1.11326,1.11328,1.11309,1.11313,20,4,0
2024-09-25 20:43:00,1.11313,1.11319,1.11311,1.11318,20,4,0
2024-09-25 20:44:00,1.11317,1.11328,1.11317,1.11327,20,4,0
2024-09-25 20:45:00,1.11327,1.11333,1.11326,1.1133,21,4,0
2024-09-25 20:46:00,1.11331,1.11332,1.11315,1.11317,25,4,0
2024-09-25 20:47:00,1.11317,1.1132,1.11316,1.11316,20,4,0
2024-09-25 20:48:00,1.11313,1.11322,1.11307,1.11322,25,4,0
2024-09-25 20:49:00,1.11321,1.11331,1.11316,1.1133,19,4,0
2024-09-25 20:50:00,1.11328,1.11352,1.11326,1.11352,34,4,0
2024-09-25 20:51:00,1.11356,1.11356,1.11336,1.11347,29,4,0
2024-09-25 20:52:00,1.11346,1.1135,1.11343,1.11349,27,4,0
2024-09-25 20:53:00,1.11349,1.11355,1.11348,1.11354,21,4,0
2024-09-25 20:54:00,1.11353,1.11357,1.11347,1.11352,37,4,0
2024-09-25 20:55:00,1.11352,1.1136,1.11352,1.11357,34,4,0
2024-09-25 20:56:00,1.11357,1.11362,1.11351,1.11358,34,4,0
2024-09-25 20:57:00,1.11357,1.11367,1.11356,1.11367,16,4,0
2024-09-25 20:58:00,1.11368,1.1137299999999999,1.11362,1.1137299999999999,26,4,0
2024-09-25 20:59:00,1.1137299999999999,1.11377,1.11368,1.11368,25,4,0
2024-09-25 21:00:00,1.11368,1.11378,1.11368,1.11376,33,4,0
2024-09-25 21:01:00,1.11374,1.11378,1.1136,1.11364,32,4,0
2024-09-25 21:02:00,1.11364,1.1137,1.11363,1.11367,34,4,0
2024-09-25 21:03:00,1.11367,1.11367,1.11356,1.11362,36,4,0
2024-09-25 21:04:00,1.11362,1.11368,1.11357,1.11359,30,4,0
2024-09-25 21:05:00,1.11358,1.11378,1.11357,1.11378,29,4,0
2024-09-25 21:06:00,1.11378,1.11383,1.11375,1.1138,22,4,0
2024-09-25 21:07:00,1.1138,1.1138,1.11367,1.11368,22,4,0
2024-09-25 21:08:00,1.11368,1.11368,1.11352,1.11362,28,4,0
2024-09-25 21:09:00,1.11362,1.11375,1.11362,1.1137299999999999,24,4,0
2024-09-25 21:10:00,1.1137299999999999,1.1137299999999999,1.1136,1.11362,29,4,0
2024-09-25 21:11:00,1.11362,1.11368,1.11359,1.11367,28,4,0
2024-09-25 21:12:00,1.11368,1.11368,1.11362,1.11364,25,4,0
2024-09-25 21:13:00,1.11363,1.11367,1.11358,1.11358,13,4,0
2024-09-25 21:14:00,1.11356,1.11356,1.11336,1.11337,41,4,0
2024-09-25 21:15:00,1.11337,1.11338,1.11331,1.11337,34,4,0
2024-09-25 21:16:00,1.11337,1.11339,1.11328,1.11339,34,4,0
2024-09-25 21:17:00,1.11339,1.11342,1.11337,1.11341,26,4,0
2024-09-25 21:18:00,1.11342,1.11344,1.11341,1.11342,14,4,0
2024-09-25 21:19:00,1.11344,1.11345,1.11332,1.11332,21,4,0
2024-09-25 21:20:00,1.11332,1.11339,1.11327,1.11337,33,4,0
2024-09-25 21:21:00,1.11337,1.11347,1.11335,1.11347,18,4,0
2024-09-25 21:22:00,1.11346,1.11352,1.11346,1.11348,28,4,0
2024-09-25 21:23:00,1.11348,1.11348,1.11335,1.1134,22,4,0
2024-09-25 21:24:00,1.1134,1.11343,1.11327,1.11337,31,4,0
2024-09-25 21:25:00,1.11337,1.11338,1.11325,1.11337,26,4,0
2024-09-25 21:26:00,1.11337,1.11343,1.11334,1.11337,26,4,0
2024-09-25 21:27:00,1.11339,1.11342,1.11332,1.11342,24,4,0
2024-09-25 21:28:00,1.11342,1.11347,1.1134,1.11346,34,4,0
2024-09-25 21:29:00,1.11346,1.11367,1.11343,1.11367,24,4,0
2024-09-25 21:30:00,1.11367,1.11369,1.11365,1.11368,18,4,0
2024-09-25 21:31:00,1.11367,1.11374,1.11361,1.11372,29,4,0
2024-09-25 21:32:00,1.1137299999999999,1.1138,1.11372,1.1138,17,4,0
2024-09-25 21:33:00,1.1138,1.1138,1.11359,1.11364,17,4,0
2024-09-25 21:34:00,1.11363,1.11363,1.11353,1.11353,20,4,0
2024-09-25 21:35:00,1.11352,1.11361,1.11352,1.11361,16,4,0
2024-09-25 21:36:00,1.11358,1.11372,1.11355,1.11372,20,4,0
2024-09-25 21:37:00,1.1137299999999999,1.11379,1.11372,1.11377,14,4,0
2024-09-25 21:38:00,1.11377,1.11378,1.11371,1.11372,7,4,0
2024-09-25 21:39:00,1.11372,1.1137299999999999,1.11367,1.11368,10,4,0
2024-09-25 21:40:00,1.11368,1.1137299999999999,1.11362,1.11369,22,4,0
2024-09-25 21:41:00,1.11368,1.1137,1.11368,1.11368,11,4,0
